"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/occs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/occs/list.csv?datainfo&rowcount&base_name=Mammalia&taxon_reso=species&interval=Paleogene,Quaternary&cc=ASI&show=class"
"Access Time","Fri 2021-07-02 05:12:54 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","Mammalia"
"","idreso","species"
"","cc","ASI"
"","interval","Paleogene,Quaternary"
"","timerule","major"
"","taxon_status","all"
"","show","class"
"Elapsed Time","1.87"
"Records Found","5284"
"Records Returned","5284"
"Records:"
"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no","phylum","class","order","family","genus"
"478719","occ","","","47622","n. gen. Imerocetus n. sp. karaganicus","species","64585","","Imerocetus karaganicus","species","64585","Tortonian","","11.62","7.246","12757","Chordata","Mammalia","Cetacea","Cetotheriidae","Imerocetus"
"480383","occ","","","28981","Protosiren n. sp. eothene","species","64856","","Protosiren eothene","species","64856","Lutetian","","47.8","41.3","12829","Chordata","Mammalia","Sirenia","Protosirenidae","Protosiren"
"481544","occ","","","48094","Mesoplodon tumidirostris","species","64854","","Mesoplodon tumidirostris","species","64854","Zanclean","","5.333","3.6","12875","Chordata","Mammalia","Cetacea","Ziphiidae","Mesoplodon"
"485977","occ","","","48621","Plesiocolopirus grangeri","species","348212","","Plesiocolopirus grangeri","species","348211","Late Eocene","","37.2","33.9","12972","Chordata","Mammalia","Perissodactyla","Tapiridae","Plesiocolopirus"
"485978","occ","","","48621","Harpagolestes ? koreanicus","species","381547","","Harpagolestes koreanicus","species","381547","Late Eocene","","37.2","33.9","33080","Chordata","Mammalia","Acreodi","Mesonychidae","Harpagolestes"
"485996","occ","","","48623","Gomphotherium annectens","species","381144","recombined as","Hemimastodon annectens","species","381143","Early Miocene","","23.03","15.97","12972","Chordata","Mammalia","Proboscidea","NO_FAMILY_SPECIFIED","Hemimastodon"
"486347","occ","","","48666","Sivapithecus punjabicus","species","133710","","Sivapithecus punjabicus","species","133677","Middle Miocene","","15.97","11.608","12990","Chordata","Mammalia","Primates","Hominidae","Sivapithecus"
"486351","occ","","","48667","Conohyus sindiense","species","105501","misspelling of, recombined as","Conohyus sindiensis","species","105496","Middle Miocene","","15.97","11.608","12990","Chordata","Mammalia","Artiodactyla","Suidae","Conohyus"
"486376","occ","","","48680","Giraffokeryx punjabiensis","species","185954","","Giraffokeryx punjabiensis","species","185954","Middle Miocene","","15.97","11.608","12990","Chordata","Mammalia","Artiodactyla","Giraffidae","Giraffokeryx"
"486389","occ","","","48681","Deinotherium pentapotamiae","species","104731","recombined as","Prodeinotherium pentapotamiae","species","104731","Middle Miocene","","15.97","11.608","12990","Chordata","Mammalia","Proboscidea","Deinotheriidae","Prodeinotherium"
"486426","occ","","","48699","Deinotherium pentapotamiae","species","104731","recombined as","Prodeinotherium pentapotamiae","species","104731","Middle Miocene","","15.97","11.608","12990","Chordata","Mammalia","Proboscidea","Deinotheriidae","Prodeinotherium"
"486434","occ","","","48707","Sivoreas eremita","species","55234","","Sivoreas eremita","species","55234","Middle Miocene","","15.97","11.608","12990","Chordata","Mammalia","Artiodactyla","Bovidae","Sivoreas"
"486441","occ","","","48712","Deinotherium pentapotamiae","species","104731","recombined as","Prodeinotherium pentapotamiae","species","104731","Middle Miocene","","15.97","11.608","12990","Chordata","Mammalia","Proboscidea","Deinotheriidae","Prodeinotherium"
"487200","occ","","","48857","Pelorovis cf. oldowayensis","species","133820","","Pelorovis oldowayensis","species","133820","Pleistocene","","2.588","0.0117","13025","Chordata","Mammalia","Artiodactyla","Bovidae","Pelorovis"
"487204","occ","","","48858","Panthera cf. gombaszoegensis","species","56003","","Panthera gombaszoegensis","species","56002","Pleistocene","","2.588","0.0117","13025","Chordata","Mammalia","Carnivora","Felidae","Panthera"
"487205","occ","","","48858","Vulpes cf. vulpes","species","52691","","Vulpes vulpes","species","44890","Pleistocene","","2.588","0.0117","13025","Chordata","Mammalia","Carnivora","Canidae","Vulpes"
"487212","occ","","","48859","Crocuta crocuta","species","53881","","Crocuta crocuta","species","232133","Pleistocene","","2.588","0.0117","13025","Chordata","Mammalia","Carnivora","Hyaenidae","Crocuta"
"487213","occ","","","48859","cf. Elephas recki","species","133588","recombined as","Palaeoloxodon recki","species","133588","Pleistocene","","2.588","0.0117","13025","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas"
"487214","occ","","","48859","Pelorovis cf. oldowayensis","species","133820","","Pelorovis oldowayensis","species","133820","Pleistocene","","2.588","0.0117","13025","Chordata","Mammalia","Artiodactyla","Bovidae","Pelorovis"
"487584","occ","","","49002","Saykanomys chalchae","species","66521","subjective synonym of","Saykanomys bohlini","species","334462","Lutetian","","47.8","41.3","13075","Chordata","Mammalia","Rodentia","NO_FAMILY_SPECIFIED","Saykanomys"
"487585","occ","","","49002","Saykanomys sondaari","species","66482","recombined as","Birbalomys sondaari","species","66482","Lutetian","","47.8","41.3","13075","Chordata","Mammalia","Rodentia","Chapattimyidae","Birbalomys"
"487586","occ","","","49002","Saykanomys n. sp. lavocati","species","66522","recombined as","Basalomys lavocati","species","66522","Lutetian","","47.8","41.3","13075","Chordata","Mammalia","Rodentia","Chapattimyidae","Basalomys"
"487588","occ","","","49003","Saykanomys n. sp. ijlsti","species","67675","recombined as","Basalomys ijlsti","species","67675","Middle Eocene","","48.6","37.2","13075","Chordata","Mammalia","Rodentia","Chapattimyidae","Basalomys"
"487589","occ","","","49003","Saykanomys n. sp. vandermeuleni","species","66485","recombined as","Basalomys vandermeuleni","species","66485","Middle Eocene","","48.6","37.2","13075","Chordata","Mammalia","Rodentia","Chapattimyidae","Basalomys"
"487590","occ","","","49003","Saykanomys n. sp. sondaari","species","66482","recombined as","Birbalomys sondaari","species","66482","Middle Eocene","","48.6","37.2","13075","Chordata","Mammalia","Rodentia","Chapattimyidae","Birbalomys"
"487591","occ","","","49003","n. gen. Chapattimys n. sp. wilsoni","species","66523","","Chapattimys wilsoni","species","66523","Middle Eocene","","48.6","37.2","13075","Chordata","Mammalia","Rodentia","Chapattimyidae","Chapattimys"
"487592","occ","","","49003","Chapattimys n. sp. ibrahimshahi","species","66524","recombined as","Birbalomys ibrahimshahi","species","66524","Middle Eocene","","48.6","37.2","13075","Chordata","Mammalia","Rodentia","Chapattimyidae","Birbalomys"
"493494","occ","","","45586","Birbalomys sondaari","species","66483","","Birbalomys sondaari","species","66482","Lutetian","","47.8","41.3","11799","Chordata","Mammalia","Rodentia","Chapattimyidae","Birbalomys"
"493495","occ","","","45586","Birbalomys ijlsti","species","66484","recombined as","Basalomys ijlsti","species","67675","Lutetian","","47.8","41.3","11799","Chordata","Mammalia","Rodentia","Chapattimyidae","Basalomys"
"493496","occ","","","45586","Chapattimys wilsoni","species","66523","","Chapattimys wilsoni","species","66523","Lutetian","","47.8","41.3","11799","Chordata","Mammalia","Rodentia","Chapattimyidae","Chapattimys"
"493497","occ","","","45586","Gumbatomys asifi","species","67025","","Gumbatomys asifi","species","67025","Lutetian","","47.8","41.3","11799","Chordata","Mammalia","Rodentia","Chapattimyidae","Gumbatomys"
"493506","occ","","","49844","Parvocristes n. sp. oligocollis","species","144277","","Parvocristes oligocollis","species","144277","Lutetian","","47.8","41.3","11799","Chordata","Mammalia","Primates","Carpolestidae","Parvocristes"
"502567","occ","","","51100","Hyaena sinensis","species","376859","subjective synonym of","Pachycrocuta brevirostris","species","366708","Middle Pleistocene","","0.781","0.126","13623","Chordata","Mammalia","Carnivora","Hyaenidae","Pachycrocuta"
"502570","occ","","","51100","Panthera cf. tigris","species","90651","","Panthera tigris","species","104157","Middle Pleistocene","","0.781","0.126","13623","Chordata","Mammalia","Carnivora","Felidae","Panthera"
"502571","occ","","","51100","Panthera pardus","species","72185","","Panthera pardus","species","104158","Middle Pleistocene","","0.781","0.126","13623","Chordata","Mammalia","Carnivora","Felidae","Panthera"
"502572","occ","","","51100","Canis lupus","species","44860","","Canis lupus","species","44860","Middle Pleistocene","","0.781","0.126","13623","Chordata","Mammalia","Carnivora","Canidae","Canis"
"502573","occ","","","51100","Vulpes cf. vulpes","species","52691","","Vulpes vulpes","species","44890","Middle Pleistocene","","0.781","0.126","13623","Chordata","Mammalia","Carnivora","Canidae","Vulpes"
"502575","occ","","","51100","Ailuropoda melanoleuca","species","104016","","Ailuropoda melanoleuca","species","104015","Middle Pleistocene","","0.781","0.126","13623","Chordata","Mammalia","Carnivora","Ursidae","Ailuropoda"
"502591","occ","","","51100","Megatapirus augustus","species","192846","obsolete variant of","Tapirus (Megatapirus) augustus","species","192846","Middle Pleistocene","","0.781","0.126","13623","Chordata","Mammalia","Perissodactyla","Tapiridae","Tapirus (Megatapirus)"
"502592","occ","","","51100","Rhinoceros sinensis","species","438869","","Rhinoceros sinensis","species","438869","Middle Pleistocene","","0.781","0.126","13623","Chordata","Mammalia","Perissodactyla","Rhinocerotidae","Rhinoceros"
"502593","occ","","","51100","Sus scrofa","species","104172","","Sus scrofa","species","104172","Middle Pleistocene","","0.781","0.126","13623","Chordata","Mammalia","Artiodactyla","Suidae","Sus"
"502595","occ","","","51100","Rusa unicolor","species","54358","recombined as","Cervus unicolor","species","149436","Middle Pleistocene","","0.781","0.126","13623","Chordata","Mammalia","Artiodactyla","Cervidae","Cervus"
"502602","occ","","","51100","Nemorhaedus goral","species","374737","","Nemorhaedus goral","species","374736","Middle Pleistocene","","0.781","0.126","13623","Chordata","Mammalia","Artiodactyla","Bovidae","Naemorhaedus"
"502605","occ","","","11797","Sivaladapis palaeindicus","species","101107","","Sivaladapis palaeindicus","species","101100","MN 6","MN 7 + 8","13.65","11.1","13624","Chordata","Mammalia","Primates","Adapidae","Sivaladapis"
"502606","occ","","","11797","Sivapithecus indicus","species","133688","","Sivapithecus indicus","species","133676","MN 6","MN 7 + 8","13.65","11.1","13624","Chordata","Mammalia","Primates","Hominidae","Sivapithecus"
"502619","occ","","","11797","Gaindatherium browni","species","432593","","Gaindatherium browni","species","432593","MN 6","MN 7 + 8","13.65","11.1","13624","Chordata","Mammalia","Perissodactyla","Rhinocerotidae","Gaindatherium"
"502628","occ","","","11797","Dorcatherium minus","species","158607","","Dorcatherium minus","species","158607","MN 6","MN 7 + 8","13.65","11.1","13624","Chordata","Mammalia","Artiodactyla","Tragulidae","Dorcatherium"
"502634","occ","","","11797","Giraffokeryx punjabiensis","species","185954","","Giraffokeryx punjabiensis","species","185954","MN 6","MN 7 + 8","13.65","11.1","13624","Chordata","Mammalia","Artiodactyla","Giraffidae","Giraffokeryx"
"502635","occ","","","11797","Giraffa priscilla","species","185971","","Giraffa priscilla","species","185971","MN 6","MN 7 + 8","13.65","11.1","13624","Chordata","Mammalia","Artiodactyla","Giraffidae","Giraffa"
"502645","occ","","","51101","Hexaprotodon sivalensis","species","77334","","Hexaprotodon sivalensis","species","77334","Pliocene","","5.333","2.588","13624","Chordata","Mammalia","Artiodactyla","Hippopotamidae","Hexaprotodon"
"502675","occ","","","51104","Hexaprotodon sivalensis","species","77334","","Hexaprotodon sivalensis","species","77334","Pliocene","","5.333","2.588","13626","Chordata","Mammalia","Artiodactyla","Hippopotamidae","Hexaprotodon"
"502692","occ","","","51106","Rhinoceros sivalensis","species","390268","","Rhinoceros sivalensis","species","390268","Pliocene","","5.333","2.588","13626","Chordata","Mammalia","Perissodactyla","Rhinocerotidae","Rhinoceros"
"502693","occ","","","51106","Rhinoceros palaeindicus","species","390267","","Rhinoceros palaeindicus","species","390267","Pliocene","","5.333","2.588","13626","Chordata","Mammalia","Perissodactyla","Rhinocerotidae","Rhinoceros"
"502697","occ","","","51106","Hexaprotodon sivalensis","species","77334","","Hexaprotodon sivalensis","species","77334","Pliocene","","5.333","2.588","13626","Chordata","Mammalia","Artiodactyla","Hippopotamidae","Hexaprotodon"
"502700","occ","","","51106","Camelus sivalensis","species","373293","","Camelus sivalensis","species","373293","Pliocene","","5.333","2.588","13626","Chordata","Mammalia","Artiodactyla","Camelidae","Camelus"
"504612","occ","","","51304","Orca n. sp. paleorca","species","66122","recombined as","Orcinus paleorca","species","66122","Calabrian","","1.806","0.781","13658","Chordata","Mammalia","Cetacea","Delphinidae","Orcinus"
"504668","occ","","","51310","Megaptera cf. novaeangliae","species","70685","","Megaptera novaeangliae","species","64491","Holocene","","0.0117","0","13662","Chordata","Mammalia","Cetacea","Balaenopteridae","Megaptera"
"506831","occ","","","51437","Metasqualodon symmetricus","species","67567","","Metasqualodon symmetricus","species","67567","Late Oligocene","","28.4","23.03","13684","Chordata","Mammalia","Cetacea","NO_FAMILY_SPECIFIED","Metasqualodon"
"507090","occ","","","51471","Coelodonta antiquitatis","species","54847","","Coelodonta antiquitatis","species","54846","Early Pleistocene","","2.588","0.781","13687","Chordata","Mammalia","Perissodactyla","Rhinocerotidae","Coelodonta"
"512978","occ","","","51857","Diacodexis pakistanensis","species","68275","recombined as","Gujaratia pakistanensis","species","68275","Early Eocene","Middle Eocene","55.8","37.2","13803","Chordata","Mammalia","Artiodactyla","Diacodexeidae","Diacodexis"
"512982","occ","","","51856","Diacodexis pakistanensis","species","68275","recombined as","Gujaratia pakistanensis","species","68275","Early Eocene","","55.8","48.6","13803","Chordata","Mammalia","Artiodactyla","Diacodexeidae","Diacodexis"
"513549","occ","","","51999","Desmostylus japonicus","species","72053","","Desmostylus japonicus","species","72053","Late Miocene","","11.608","5.333","13708","Chordata","Mammalia","Desmostyloidea","Desmostylidae","Desmostylus"
"513566","occ","","","52009","Dicrocerus aff. furcatus","species","45690","recombined as","Cosoryx furcatus","species","45321","Late Miocene","","11.608","5.333","13708","Chordata","Mammalia","Artiodactyla","Antilocapridae","Cosoryx"
"513761","occ","","","52068","n. gen. Sinanodelphis n. sp. izumidaensis","species","63967","","Sinanodelphis izumidaensis","species","63967","Langhian","","15.97","13.82","12317","Chordata","Mammalia","Cetacea","NO_FAMILY_SPECIFIED","Sinanodelphis"
"515819","occ","","","52200","Jozaria palustris","species","66813","","Jozaria palustris","species","66813","Lutetian","","47.8","41.3","14034","Chordata","Mammalia","Perissodactyla","Anthracobunidae","Jozaria"
"520298","occ","","","53001","n. gen. Anthracobune n. sp. pinfoldi","species","66814","","Anthracobune pinfoldi","species","66814","Early Eocene","Middle Eocene","55.8","37.2","14036","Chordata","Mammalia","Perissodactyla","Anthracobunidae","Anthracobune"
"520299","occ","","","53001","Anthracobune n. sp. daviesi","species","67459","","Anthracobune daviesi","species","67459","Early Eocene","Middle Eocene","55.8","37.2","14036","Chordata","Mammalia","Perissodactyla","Anthracobunidae","Anthracobune"
"520300","occ","","","53001","Anthracobune n. sp. wardi","species","67460","","Anthracobune wardi","species","67460","Early Eocene","Middle Eocene","55.8","37.2","14036","Chordata","Mammalia","Perissodactyla","Anthracobunidae","Anthracobune"
"520301","occ","","","53001","n. gen. Khirtharia n. sp. dayi","species","66815","","Khirtharia dayi","species","66815","Early Eocene","Middle Eocene","55.8","37.2","14036","Chordata","Mammalia","Artiodactyla","Raoellidae","Khirtharia"
"520396","occ","","","28978","Pakibune chorlakkiensis","species","67487","","Pakibune chorlakkiensis","species","67487","Lutetian","","47.8","41.3","14336","Chordata","Mammalia","Artiodactyla","Dichobunidae","Pakibune"
